net,length_um
_12796_,7.28µm
_13453_,7.28µm
_13560_,7.28µm
_14038_,7.28µm
_14442_,7.28µm
_15369_,7.28µm
_16740_,7.28µm
_18468_,7.28µm
_19900_,7.28µm
_20425_,7.28µm
_20985_,7.28µm
_23698_,7.28µm
_23778_,7.28µm
_23891_,7.28µm
_24195_,7.28µm
_24581_,7.28µm
_24682_,7.28µm
_27722_,7.28µm
_27724_,7.28µm
_28507_,7.28µm
_28656_,7.28µm
_29100_,7.28µm
_30370_,7.28µm
_30494_,7.28µm
_31581_,7.28µm
_33185_,7.28µm
_33388_,7.28µm
_33636_,7.28µm
_34632_,7.28µm
_36021_,7.28µm
_36367_,7.28µm
_03903_,7.275µm
_08384_,7.26µm
_11000_,7.26µm
_17341_,7.26µm
_24407_,7.26µm
_30515_,7.26µm
_12189_,7.25µm
_20003_,7.25µm
_01397_,7.24µm
_01445_,7.24µm
_02432_,7.24µm
_02878_,7.24µm
_03110_,7.24µm
_04181_,7.24µm
_04913_,7.24µm
_05193_,7.24µm
_05962_,7.24µm
_06320_,7.24µm
_08810_,7.24µm
_11062_,7.24µm
_11092_,7.24µm
_18416_,7.24µm
_19788_,7.24µm
_20446_,7.24µm
_22369_,7.24µm
_23073_,7.24µm
_23453_,7.24µm
_24452_,7.24µm
_30428_,7.24µm
_30601_,7.24µm
_31443_,7.24µm
_32054_,7.24µm
_32321_,7.24µm
_33039_,7.24µm
_33377_,7.24µm
_34579_,7.24µm
_36171_,7.24µm
_36205_,7.24µm
_37601_,7.24µm
_30712_,7.235µm
data_in[52],7.23µm
_11534_,7.225µm
_17401_,7.225µm
_18677_,7.225µm
_24311_,7.225µm
_24329_,7.225µm
_02071_,7.22µm
_02787_,7.22µm
_03415_,7.22µm
_05280_,7.22µm
_06025_,7.22µm
_06770_,7.22µm
_07796_,7.22µm
_08889_,7.22µm
_11954_,7.22µm
_12368_,7.22µm
_13101_,7.22µm
_13302_,7.22µm
_13446_,7.22µm
_13634_,7.22µm
_16140_,7.22µm
_16683_,7.22µm
_18147_,7.22µm
_18927_,7.22µm
_19808_,7.22µm
_20419_,7.22µm
_20599_,7.22µm
_21157_,7.22µm
_21452_,7.22µm
_21631_,7.22µm
_22024_,7.22µm
_22100_,7.22µm
_22541_,7.22µm
_24025_,7.22µm
_25146_,7.22µm
_25162_,7.22µm
_27042_,7.22µm
_27685_,7.22µm
_27802_,7.22µm
_29496_,7.22µm
_31975_,7.22µm
_32946_,7.22µm
_33762_,7.22µm
_37104_,7.22µm
_37159_,7.22µm
_37204_,7.22µm
net1712,7.22µm
_02047_,7.21µm
_33277_,7.21µm
_05084_,7.205µm
_06418_,7.205µm
_07170_,7.205µm
_07555_,7.205µm
_17938_,7.205µm
_00672_,7.2µm
_00698_,7.2µm
_01294_,7.2µm
_01348_,7.2µm
_02563_,7.2µm
_03074_,7.2µm
_03298_,7.2µm
_03962_,7.2µm
_04372_,7.2µm
_04424_,7.2µm
_05117_,7.2µm
_05624_,7.2µm
_05943_,7.2µm
_06355_,7.2µm
_07687_,7.2µm
_08072_,7.2µm
_08275_,7.2µm
_09013_,7.2µm
_09087_,7.2µm
_09102_,7.2µm
_09321_,7.2µm
_10195_,7.2µm
_11560_,7.2µm
_11777_,7.2µm
_11854_,7.2µm
_12111_,7.2µm
_12123_,7.2µm
_12162_,7.2µm
_12643_,7.2µm
_12874_,7.2µm
_12987_,7.2µm
_13933_,7.2µm
_14737_,7.2µm
_15034_,7.2µm
_15339_,7.2µm
_15381_,7.2µm
_15434_,7.2µm
_15597_,7.2µm
_16091_,7.2µm
_16434_,7.2µm
_16731_,7.2µm
_16813_,7.2µm
_17418_,7.2µm
_18084_,7.2µm
_18961_,7.2µm
_19154_,7.2µm
_19528_,7.2µm
_19850_,7.2µm
_19990_,7.2µm
_20470_,7.2µm
_20653_,7.2µm
_21663_,7.2µm
_21861_,7.2µm
_21984_,7.2µm
_22825_,7.2µm
_23010_,7.2µm
_23101_,7.2µm
_23318_,7.2µm
_23637_,7.2µm
_24526_,7.2µm
_25613_,7.2µm
_26213_,7.2µm
_26225_,7.2µm
_26797_,7.2µm
_26849_,7.2µm
_27509_,7.2µm
_27847_,7.2µm
_28096_,7.2µm
_28289_,7.2µm
_28484_,7.2µm
_29396_,7.2µm
_29617_,7.2µm
_29790_,7.2µm
_30405_,7.2µm
_30565_,7.2µm
_31398_,7.2µm
_31717_,7.2µm
_31727_,7.2µm
_31797_,7.2µm
_32506_,7.2µm
_32661_,7.2µm
_33234_,7.2µm
_33287_,7.2µm
_35440_,7.2µm
_35884_,7.2µm
_36281_,7.2µm
_36508_,7.2µm
net1810,7.2µm
_09669_,7.195µm
_10334_,7.195µm
_28417_,7.195µm
_11599_,7.185µm
_00035_,7.18µm
_00316_,7.18µm
_00455_,7.18µm
_01002_,7.18µm
_01456_,7.18µm
_02377_,7.18µm
_02690_,7.18µm
_03320_,7.18µm
_03804_,7.18µm
_04019_,7.18µm
_04120_,7.18µm
_04146_,7.18µm
_04610_,7.18µm
_04818_,7.18µm
_04990_,7.18µm
_05181_,7.18µm
_05334_,7.18µm
_06141_,7.18µm
_06790_,7.18µm
_06938_,7.18µm
_07477_,7.18µm
_08271_,7.18µm
_08383_,7.18µm
_08521_,7.18µm
_08555_,7.18µm
_08721_,7.18µm
_09309_,7.18µm
_09467_,7.18µm
_12000_,7.18µm
_12755_,7.18µm
_12828_,7.18µm
_13461_,7.18µm
_14099_,7.18µm
_15104_,7.18µm
_15892_,7.18µm
_16003_,7.18µm
_16702_,7.18µm
_17394_,7.18µm
_17870_,7.18µm
_17976_,7.18µm
_18567_,7.18µm
_18845_,7.18µm
_19095_,7.18µm
_19513_,7.18µm
_19910_,7.18µm
_19988_,7.18µm
_20001_,7.18µm
_20019_,7.18µm
_20156_,7.18µm
_20585_,7.18µm
_21216_,7.18µm
_21280_,7.18µm
_21662_,7.18µm
_22075_,7.18µm
_22341_,7.18µm
_22627_,7.18µm
_22854_,7.18µm
_22929_,7.18µm
_22939_,7.18µm
_23043_,7.18µm
_23113_,7.18µm
_23126_,7.18µm
_23294_,7.18µm
_23364_,7.18µm
_23628_,7.18µm
_24056_,7.18µm
_24196_,7.18µm
_24670_,7.18µm
_25060_,7.18µm
_25092_,7.18µm
_25467_,7.18µm
_26468_,7.18µm
_26794_,7.18µm
_26969_,7.18µm
_26975_,7.18µm
_27877_,7.18µm
_27906_,7.18µm
_28029_,7.18µm
_29186_,7.18µm
_29235_,7.18µm
_29479_,7.18µm
_29935_,7.18µm
_30145_,7.18µm
_30940_,7.18µm
_31053_,7.18µm
_31493_,7.18µm
_31747_,7.18µm
_32314_,7.18µm
_32925_,7.18µm
_33271_,7.18µm
_33576_,7.18µm
_33863_,7.18µm
_34006_,7.18µm
_34349_,7.18µm
_34524_,7.18µm
_35380_,7.18µm
_35939_,7.18µm
_37603_,7.18µm
_37827_,7.18µm
_05893_,7.175µm
_22934_,7.175µm
_13435_,7.165µm
_04349_,7.16µm
_05058_,7.16µm
_09488_,7.16µm
_09781_,7.16µm
_12056_,7.16µm
_12777_,7.16µm
_16453_,7.16µm
_17334_,7.16µm
_17843_,7.16µm
_18985_,7.16µm
_20759_,7.16µm
_21649_,7.16µm
_23621_,7.16µm
_23640_,7.16µm
_37207_,7.16µm
_37789_,7.16µm
_22913_,7.155µm
_17804_,7.15µm
_25566_,7.15µm
_00744_,7.14µm
_00991_,7.14µm
_01626_,7.14µm
_02816_,7.14µm
_03467_,7.14µm
_03606_,7.14µm
_03709_,7.14µm
_04054_,7.14µm
_04173_,7.14µm
_04311_,7.14µm
_04741_,7.14µm
_05344_,7.14µm
_05448_,7.14µm
_06018_,7.14µm
_08490_,7.14µm
_09384_,7.14µm
_09866_,7.14µm
_10568_,7.14µm
_10694_,7.14µm
_10777_,7.14µm
_12595_,7.14µm
_13288_,7.14µm
_14475_,7.14µm
_14641_,7.14µm
_15601_,7.14µm
_16263_,7.14µm
_17405_,7.14µm
_19267_,7.14µm
_20981_,7.14µm
_21369_,7.14µm
_22095_,7.14µm
_24111_,7.14µm
_24527_,7.14µm
_24689_,7.14µm
_24921_,7.14µm
_26299_,7.14µm
_26467_,7.14µm
_26627_,7.14µm
_27025_,7.14µm
_27397_,7.14µm
_28406_,7.14µm
_28666_,7.14µm
_29295_,7.14µm
_29816_,7.14µm
_30255_,7.14µm
_33048_,7.14µm
_34826_,7.14µm
_35697_,7.14µm
_36392_,7.14µm
_37111_,7.14µm
_33829_,7.13µm
data_in[1],7.13µm
_22993_,7.125µm
_00665_,7.12µm
_00973_,7.12µm
_01204_,7.12µm
_02079_,7.12µm
_02108_,7.12µm
_02135_,7.12µm
_02498_,7.12µm
_02686_,7.12µm
_02915_,7.12µm
_03210_,7.12µm
_03754_,7.12µm
_03951_,7.12µm
_05228_,7.12µm
_05780_,7.12µm
_06154_,7.12µm
_07013_,7.12µm
_07031_,7.12µm
_07722_,7.12µm
_08396_,7.12µm
_09540_,7.12µm
_13415_,7.12µm
_13533_,7.12µm
_16765_,7.12µm
_16923_,7.12µm
_17083_,7.12µm
_17084_,7.12µm
_17913_,7.12µm
_18255_,7.12µm
_20525_,7.12µm
_21719_,7.12µm
_21969_,7.12µm
_22332_,7.12µm
_22495_,7.12µm
_22790_,7.12µm
_23605_,7.12µm
_24673_,7.12µm
_25647_,7.12µm
_25662_,7.12µm
_26072_,7.12µm
_27634_,7.12µm
_28445_,7.12µm
_30149_,7.12µm
_30756_,7.12µm
_31221_,7.12µm
_34590_,7.12µm
_24222_,7.11µm
_36402_,7.11µm
data_out[27],7.11µm
_34056_,7.105µm
_00826_,7.1µm
_01136_,7.1µm
_01156_,7.1µm
_01224_,7.1µm
_01376_,7.1µm
_01747_,7.1µm
_02029_,7.1µm
_02881_,7.1µm
_03152_,7.1µm
_03232_,7.1µm
_03481_,7.1µm
_03850_,7.1µm
_04092_,7.1µm
_04109_,7.1µm
_04432_,7.1µm
_04435_,7.1µm
_06211_,7.1µm
_06266_,7.1µm
_06561_,7.1µm
_06821_,7.1µm
_07737_,7.1µm
_08259_,7.1µm
_08298_,7.1µm
_09645_,7.1µm
_09893_,7.1µm
_09973_,7.1µm
_10224_,7.1µm
_11316_,7.1µm
_12166_,7.1µm
_13590_,7.1µm
_13693_,7.1µm
_13889_,7.1µm
_15258_,7.1µm
_15464_,7.1µm
_15522_,7.1µm
_15921_,7.1µm
_15962_,7.1µm
_16875_,7.1µm
_16939_,7.1µm
_17039_,7.1µm
_17044_,7.1µm
_17232_,7.1µm
_17684_,7.1µm
_17831_,7.1µm
_17847_,7.1µm
_18141_,7.1µm
_18189_,7.1µm
_18326_,7.1µm
_18500_,7.1µm
_18570_,7.1µm
_18619_,7.1µm
_19837_,7.1µm
_20172_,7.1µm
_20460_,7.1µm
_20623_,7.1µm
_21678_,7.1µm
_21808_,7.1µm
_22070_,7.1µm
_22187_,7.1µm
_23544_,7.1µm
_24084_,7.1µm
_24697_,7.1µm
_24827_,7.1µm
_24846_,7.1µm
_25484_,7.1µm
_25847_,7.1µm
_26092_,7.1µm
_26331_,7.1µm
_26639_,7.1µm
_26871_,7.1µm
_26919_,7.1µm
_27108_,7.1µm
_27409_,7.1µm
_27480_,7.1µm
_27978_,7.1µm
_28216_,7.1µm
_28945_,7.1µm
_28963_,7.1µm
_29366_,7.1µm
_29674_,7.1µm
_29823_,7.1µm
_30087_,7.1µm
_30350_,7.1µm
_30909_,7.1µm
_30989_,7.1µm
_31012_,7.1µm
_31099_,7.1µm
_31179_,7.1µm
_31922_,7.1µm
_32057_,7.1µm
_32716_,7.1µm
_32937_,7.1µm
_33000_,7.1µm
_34485_,7.1µm
_34554_,7.1µm
_34619_,7.1µm
_35618_,7.1µm
_35870_,7.1µm
_37867_,7.1µm
_37912_,7.1µm
net267,7.1µm
_08940_,7.09µm
_27059_,7.085µm
_27795_,7.085µm
_00598_,7.08µm
_00653_,7.08µm
_00869_,7.08µm
_01287_,7.08µm
_01352_,7.08µm
_03295_,7.08µm
_03766_,7.08µm
_04220_,7.08µm
_04715_,7.08µm
_05003_,7.08µm
_05307_,7.08µm
_05731_,7.08µm
_05740_,7.08µm
_05852_,7.08µm
_07504_,7.08µm
_08920_,7.08µm
_08927_,7.08µm
_10421_,7.08µm
_10860_,7.08µm
_12332_,7.08µm
_12990_,7.08µm
_13891_,7.08µm
_13909_,7.08µm
_14920_,7.08µm
_15229_,7.08µm
_15425_,7.08µm
_15579_,7.08µm
_15596_,7.08µm
_15910_,7.08µm
_16465_,7.08µm
_16612_,7.08µm
_18717_,7.08µm
_18835_,7.08µm
_19852_,7.08µm
_21090_,7.08µm
_23691_,7.08µm
_25762_,7.08µm
_26326_,7.08µm
_27400_,7.08µm
_27411_,7.08µm
_28911_,7.08µm
_29911_,7.08µm
_29912_,7.08µm
_32525_,7.08µm
_33508_,7.08µm
_33549_,7.08µm
_35251_,7.08µm
_35290_,7.08µm
_36200_,7.08µm
_36663_,7.08µm
_37357_,7.08µm
_09121_,7.075µm
_26303_,7.065µm
_01645_,7.06µm
_01663_,7.06µm
_01794_,7.06µm
_01950_,7.06µm
_02151_,7.06µm
_02877_,7.06µm
_03015_,7.06µm
_03053_,7.06µm
_03690_,7.06µm
_03783_,7.06µm
_03893_,7.06µm
_04408_,7.06µm
_04723_,7.06µm
_05483_,7.06µm
_05708_,7.06µm
_05816_,7.06µm
_05928_,7.06µm
_06052_,7.06µm
_06077_,7.06µm
_06983_,7.06µm
_07049_,7.06µm
_07393_,7.06µm
_07605_,7.06µm
_07822_,7.06µm
_07961_,7.06µm
_07998_,7.06µm
_09204_,7.06µm
_09220_,7.06µm
_09245_,7.06µm
_09492_,7.06µm
_09703_,7.06µm
_09880_,7.06µm
_10001_,7.06µm
_10464_,7.06µm
_10577_,7.06µm
_10967_,7.06µm
_11665_,7.06µm
_11885_,7.06µm
_11935_,7.06µm
_12954_,7.06µm
_13128_,7.06µm
_13175_,7.06µm
_13772_,7.06µm
_14521_,7.06µm
_14543_,7.06µm
_15134_,7.06µm
_15230_,7.06µm
_15340_,7.06µm
_15778_,7.06µm
_15909_,7.06µm
_16663_,7.06µm
_17011_,7.06µm
_17406_,7.06µm
_17778_,7.06µm
_18742_,7.06µm
_18767_,7.06µm
_19296_,7.06µm
_19713_,7.06µm
_19770_,7.06µm
_20538_,7.06µm
_20717_,7.06µm
_20741_,7.06µm
_21104_,7.06µm
_21359_,7.06µm
_21557_,7.06µm
_22103_,7.06µm
_22804_,7.06µm
_22905_,7.06µm
_23277_,7.06µm
_23303_,7.06µm
_23444_,7.06µm
_23903_,7.06µm
_24109_,7.06µm
_24174_,7.06µm
_24933_,7.06µm
_25006_,7.06µm
_25269_,7.06µm
_25293_,7.06µm
_25307_,7.06µm
_25340_,7.06µm
_25505_,7.06µm
_25640_,7.06µm
_28059_,7.06µm
_28223_,7.06µm
_28269_,7.06µm
_28677_,7.06µm
_28769_,7.06µm
_29083_,7.06µm
_29143_,7.06µm
_29437_,7.06µm
_29735_,7.06µm
_30048_,7.06µm
_31028_,7.06µm
_32616_,7.06µm
_33700_,7.06µm
_33978_,7.06µm
_34232_,7.06µm
_34334_,7.06µm
_35504_,7.06µm
_35694_,7.06µm
_37067_,7.06µm
_37168_,7.06µm
_37497_,7.06µm
_37538_,7.06µm
_37692_,7.06µm
_37725_,7.06µm
_14687_,7.05µm
_32036_,7.05µm
_03958_,7.04µm
_09404_,7.04µm
_12236_,7.04µm
_12280_,7.04µm
_16994_,7.04µm
_22124_,7.04µm
_22971_,7.04µm
_29641_,7.04µm
_31174_,7.04µm
_34779_,7.04µm
_37158_,7.04µm
_05628_,7.02µm
_07836_,7.01µm
_10330_,7.01µm
_15345_,7.01µm
_18033_,7.01µm
_13084_,7.005µm
_31917_,7.005µm
_35853_,7.005µm
_01868_,7µm
_03120_,7µm
_04798_,7µm
_05070_,7µm
_05658_,7µm
_08929_,7µm
_11497_,7µm
_13197_,7µm
_15265_,7µm
_16050_,7µm
_16395_,7µm
_18579_,7µm
_18795_,7µm
_22444_,7µm
_22786_,7µm
_24312_,7µm
_24803_,7µm
_29615_,7µm
_30387_,7µm
_30837_,7µm
_31979_,7µm
_32449_,7µm
_34737_,7µm
_35897_,7µm
_37091_,7µm
_37202_,7µm
_37249_,7µm
_05259_,6.995µm
_37302_,6.995µm
_19849_,6.99µm
data_in[4],6.99µm
_11611_,6.985µm
_23526_,6.985µm
_23743_,6.985µm
_00318_,6.98µm
_01408_,6.98µm
_01707_,6.98µm
_01889_,6.98µm
_01891_,6.98µm
_02289_,6.98µm
_02483_,6.98µm
_02634_,6.98µm
_02706_,6.98µm
_03143_,6.98µm
_03220_,6.98µm
_03827_,6.98µm
_04505_,6.98µm
_04669_,6.98µm
_04695_,6.98µm
_04737_,6.98µm
_05107_,6.98µm
_05457_,6.98µm
_05870_,6.98µm
_06079_,6.98µm
_06925_,6.98µm
_07143_,6.98µm
_08294_,6.98µm
_08333_,6.98µm
_09502_,6.98µm
_09865_,6.98µm
_10384_,6.98µm
_10909_,6.98µm
_11530_,6.98µm
_11596_,6.98µm
_11876_,6.98µm
_12261_,6.98µm
_12591_,6.98µm
_12642_,6.98µm
_12836_,6.98µm
_13040_,6.98µm
_13332_,6.98µm
_13908_,6.98µm
_14205_,6.98µm
_15959_,6.98µm
_17239_,6.98µm
_17412_,6.98µm
_18016_,6.98µm
_18022_,6.98µm
_18539_,6.98µm
_18592_,6.98µm
_19126_,6.98µm
_19758_,6.98µm
_20026_,6.98µm
_20075_,6.98µm
_20232_,6.98µm
_20368_,6.98µm
_20439_,6.98µm
_21120_,6.98µm
_22280_,6.98µm
_23031_,6.98µm
_24446_,6.98µm
_25471_,6.98µm
_26014_,6.98µm
_26943_,6.98µm
_27426_,6.98µm
_27632_,6.98µm
_28685_,6.98µm
_29084_,6.98µm
_29811_,6.98µm
_29846_,6.98µm
_29940_,6.98µm
_30634_,6.98µm
_31119_,6.98µm
_31292_,6.98µm
_32031_,6.98µm
_32298_,6.98µm
_32702_,6.98µm
_32748_,6.98µm
_32761_,6.98µm
_33164_,6.98µm
_33398_,6.98µm
_33925_,6.98µm
_34079_,6.98µm
_34550_,6.98µm
_34752_,6.98µm
_34781_,6.98µm
_34851_,6.98µm
_34955_,6.98µm
_35434_,6.98µm
_35932_,6.98µm
_36550_,6.98µm
_36553_,6.98µm
_36799_,6.98µm
_37370_,6.98µm
_37683_,6.98µm
_37729_,6.98µm
_37929_,6.98µm
net118,6.98µm
_31345_,6.975µm
_00593_,6.97µm
_11615_,6.965µm
_00106_,6.96µm
_03037_,6.96µm
_03360_,6.96µm
_03787_,6.96µm
_04834_,6.96µm
_05073_,6.96µm
_07610_,6.96µm
_08364_,6.96µm
_09043_,6.96µm
_09538_,6.96µm
_09993_,6.96µm
_10877_,6.96µm
_13423_,6.96µm
_13675_,6.96µm
_16588_,6.96µm
_17242_,6.96µm
_17830_,6.96µm
_19913_,6.96µm
_20435_,6.96µm
_21101_,6.96µm
_23531_,6.96µm
_24287_,6.96µm
_25099_,6.96µm
_25482_,6.96µm
_26316_,6.96µm
_26906_,6.96µm
_28845_,6.96µm
_28896_,6.96µm
_29353_,6.96µm
_31951_,6.96µm
_32467_,6.96µm
_32978_,6.96µm
_33882_,6.96µm
_34207_,6.96µm
_35906_,6.96µm
_36372_,6.96µm
_37123_,6.96µm
_11537_,6.955µm
_31332_,6.955µm
_00224_,6.95µm
_25562_,6.95µm
_10250_,6.945µm
_30775_,6.945µm
_00310_,6.94µm
_00623_,6.94µm
_00689_,6.94µm
_01475_,6.94µm
_03089_,6.94µm
_03724_,6.94µm
_04328_,6.94µm
_04409_,6.94µm
_06142_,6.94µm
_06315_,6.94µm
_06900_,6.94µm
_10329_,6.94µm
_10383_,6.94µm
_10489_,6.94µm
_12396_,6.94µm
_12559_,6.94µm
_13082_,6.94µm
_14080_,6.94µm
_14189_,6.94µm
_14579_,6.94µm
_14669_,6.94µm
_15947_,6.94µm
_16068_,6.94µm
_16608_,6.94µm
_16890_,6.94µm
_18199_,6.94µm
_18409_,6.94µm
_18588_,6.94µm
_20554_,6.94µm
_20565_,6.94µm
_20802_,6.94µm
_22404_,6.94µm
_23029_,6.94µm
_23384_,6.94µm
_23663_,6.94µm
_24283_,6.94µm
_24902_,6.94µm
_25551_,6.94µm
_26111_,6.94µm
_26345_,6.94µm
_26486_,6.94µm
_27001_,6.94µm
_27658_,6.94µm
_27937_,6.94µm
_28515_,6.94µm
_28538_,6.94µm
_29348_,6.94µm
_29660_,6.94µm
_30189_,6.94µm
_30822_,6.94µm
_32638_,6.94µm
_33112_,6.94µm
_33200_,6.94µm
_33292_,6.94µm
_33350_,6.94µm
_33536_,6.94µm
_34634_,6.94µm
_36821_,6.94µm
_33974_,6.935µm
_27774_,6.93µm
_06496_,6.92µm
_11907_,6.92µm
_17240_,6.92µm
_24517_,6.92µm
_28495_,6.92µm
_12309_,6.915µm
_33407_,6.915µm
_06430_,6.91µm
_09771_,6.91µm
_13336_,6.91µm
data_out[22],6.91µm
data_out[61],6.91µm
_12862_,6.9µm
_16407_,6.9µm
_17049_,6.9µm
_18169_,6.9µm
_22622_,6.9µm
_27436_,6.9µm
_35371_,6.9µm
_35267_,6.895µm
_23725_,6.89µm
data_out[7],6.89µm
_00112_,6.885µm
_00114_,6.885µm
_28531_,6.885µm
_04385_,6.88µm
_06244_,6.88µm
_07708_,6.88µm
_08365_,6.88µm
_09723_,6.88µm
_09749_,6.88µm
_10839_,6.88µm
_10890_,6.88µm
_11552_,6.88µm
_17893_,6.88µm
_19760_,6.88µm
_20407_,6.88µm
_24875_,6.88µm
_29895_,6.88µm
_32563_,6.88µm
_36505_,6.88µm
_36512_,6.88µm
_10622_,6.875µm
_19242_,6.875µm
_04392_,6.87µm
_10179_,6.87µm
_22689_,6.87µm
_25534_,6.87µm
_34039_,6.87µm
_07083_,6.865µm
_09584_,6.865µm
_12275_,6.865µm
_16598_,6.865µm
_19111_,6.865µm
_21123_,6.865µm
_22658_,6.865µm
_30074_,6.865µm
_31420_,6.865µm
_37225_,6.865µm
_01319_,6.86µm
_01602_,6.86µm
_01922_,6.86µm
_02246_,6.86µm
_02258_,6.86µm
_02951_,6.86µm
_03622_,6.86µm
_03994_,6.86µm
_04226_,6.86µm
_04591_,6.86µm
_04674_,6.86µm
_06313_,6.86µm
_06486_,6.86µm
_06906_,6.86µm
_07199_,6.86µm
_07223_,6.86µm
_07529_,6.86µm
_08469_,6.86µm
_09001_,6.86µm
_09057_,6.86µm
_09124_,6.86µm
_09179_,6.86µm
_09598_,6.86µm
_09606_,6.86µm
_10213_,6.86µm
_11652_,6.86µm
_11997_,6.86µm
_12752_,6.86µm
_12980_,6.86µm
_13065_,6.86µm
_13521_,6.86µm
_13815_,6.86µm
_13963_,6.86µm
_14201_,6.86µm
_14655_,6.86µm
_14781_,6.86µm
_14782_,6.86µm
_14874_,6.86µm
_15412_,6.86µm
_15509_,6.86µm
_15803_,6.86µm
_17127_,6.86µm
_17229_,6.86µm
_17586_,6.86µm
_17735_,6.86µm
_18491_,6.86µm
_18628_,6.86µm
_18715_,6.86µm
_18861_,6.86µm
_19036_,6.86µm
_19522_,6.86µm
_19644_,6.86µm
_19784_,6.86µm
_19786_,6.86µm
_20405_,6.86µm
_20424_,6.86µm
_21544_,6.86µm
_22305_,6.86µm
_23153_,6.86µm
_23518_,6.86µm
_24903_,6.86µm
_25290_,6.86µm
_25514_,6.86µm
_26217_,6.86µm
_26278_,6.86µm
_26495_,6.86µm
_27794_,6.86µm
_27856_,6.86µm
_27986_,6.86µm
_28201_,6.86µm
_28241_,6.86µm
_28249_,6.86µm
_28706_,6.86µm
_29134_,6.86µm
_30451_,6.86µm
_30794_,6.86µm
_30975_,6.86µm
_31439_,6.86µm
_31779_,6.86µm
_31845_,6.86µm
_32567_,6.86µm
_32842_,6.86µm
_33222_,6.86µm
_33793_,6.86µm
_33851_,6.86µm
_34134_,6.86µm
_34497_,6.86µm
_35158_,6.86µm
_35351_,6.86µm
_35353_,6.86µm
_35907_,6.86µm
_36148_,6.86µm
_36650_,6.86µm
_36809_,6.86µm
_37306_,6.86µm
_37775_,6.86µm
_00618_,6.84µm
_02646_,6.84µm
_04508_,6.84µm
_05693_,6.84µm
_05757_,6.84µm
_05849_,6.84µm
_08204_,6.84µm
_09741_,6.84µm
_11455_,6.84µm
_12791_,6.84µm
_13107_,6.84µm
_18695_,6.84µm
_19755_,6.84µm
_21150_,6.84µm
_23014_,6.84µm
_24299_,6.84µm
_24830_,6.84µm
_25037_,6.84µm
_26044_,6.84µm
_26258_,6.84µm
_35698_,6.84µm
_08415_,6.835µm
_12059_,6.835µm
_10299_,6.825µm
_12771_,6.825µm
_26588_,6.825µm
_36536_,6.825µm
_00494_,6.82µm
_03327_,6.82µm
_03856_,6.82µm
_05728_,6.82µm
_08366_,6.82µm
_09199_,6.82µm
_09647_,6.82µm
_10989_,6.82µm
_11010_,6.82µm
_11825_,6.82µm
_15336_,6.82µm
_15546_,6.82µm
_16631_,6.82µm
_17021_,6.82µm
_18195_,6.82µm
_18510_,6.82µm
_19600_,6.82µm
_19885_,6.82µm
_21239_,6.82µm
_21878_,6.82µm
_26270_,6.82µm
_26438_,6.82µm
_26768_,6.82µm
_26792_,6.82µm
_27149_,6.82µm
_29854_,6.82µm
_30860_,6.82µm
_32438_,6.82µm
_33430_,6.82µm
_35448_,6.82µm
_35775_,6.82µm
_36215_,6.82µm
_36762_,6.82µm
_12910_,6.79µm
_37833_,6.79µm
data_in[43],6.79µm
_00142_,6.78µm
_00655_,6.78µm
_01563_,6.78µm
_01864_,6.78µm
_02124_,6.78µm
_02621_,6.78µm
_03440_,6.78µm
_03599_,6.78µm
_04398_,6.78µm
_07730_,6.78µm
_09368_,6.78µm
_11418_,6.78µm
_12401_,6.78µm
_12794_,6.78µm
_13361_,6.78µm
_13516_,6.78µm
_13532_,6.78µm
_13705_,6.78µm
_14389_,6.78µm
_16020_,6.78µm
_16364_,6.78µm
_16575_,6.78µm
_17364_,6.78µm
_17477_,6.78µm
_20924_,6.78µm
_21098_,6.78µm
_21200_,6.78µm
_22309_,6.78µm
_24206_,6.78µm
_24795_,6.78µm
_26547_,6.78µm
_26866_,6.78µm
_26917_,6.78µm
_27071_,6.78µm
_27429_,6.78µm
_27860_,6.78µm
_28074_,6.78µm
_28078_,6.78µm
_30524_,6.78µm
_30872_,6.78µm
_31302_,6.78µm
_31568_,6.78µm
_32980_,6.78µm
_36949_,6.78µm
_37230_,6.78µm
_37787_,6.78µm
_37951_,6.78µm
_20092_,6.775µm
_32341_,6.77µm
_14132_,6.765µm
_33260_,6.765µm
_00231_,6.76µm
_00639_,6.76µm
_01652_,6.76µm
_02536_,6.76µm
_02757_,6.76µm
_02758_,6.76µm
_02969_,6.76µm
_03141_,6.76µm
_03844_,6.76µm
_04057_,6.76µm
_04463_,6.76µm
_06384_,6.76µm
_06763_,6.76µm
_07453_,6.76µm
_07748_,6.76µm
_08508_,6.76µm
_08803_,6.76µm
_09151_,6.76µm
_12520_,6.76µm
_12856_,6.76µm
_13425_,6.76µm
_14340_,6.76µm
_15160_,6.76µm
_15290_,6.76µm
_16285_,6.76µm
_16763_,6.76µm
_18524_,6.76µm
_18682_,6.76µm
_19143_,6.76µm
_19158_,6.76µm
_19868_,6.76µm
_20314_,6.76µm
_20890_,6.76µm
_22373_,6.76µm
_23090_,6.76µm
_23731_,6.76µm
_23787_,6.76µm
_25486_,6.76µm
_25630_,6.76µm
_27862_,6.76µm
_28734_,6.76µm
_28791_,6.76µm
_28913_,6.76µm
_29685_,6.76µm
_29888_,6.76µm
_30103_,6.76µm
_30598_,6.76µm
_30678_,6.76µm
_31107_,6.76µm
